source_raw,source_type,relation,target_raw,target_type,source_chunk_id,published_date,evidence,confidence,source_name,target_name,source_name_norm,target_name_norm,source_id,target_id
Aware,Company,PARTNERED_WITH,World Wide Technology,Company,2a07c88551ae9582a122::c0000,2023-01-18,Aware announced a partnership with World Wide Technology.,1.0,Aware,World Wide Technology,aware,world wide technology,420cb7bb97987da2ded5a7d7,cdfe9abbb62c37bdf1a0f35a
Seth Greenberg,Person,WORKED_AT,Veritone,Company,54a228c22538e6ea6801::c0000,2023-01-19,Veritone Appoints Technology Marketing Expert Seth Greenberg as Chief Marketing & Strategy Officer,1.0,Seth Greenberg,Veritone,seth greenberg,veritone,eb8afa49ba6fc752b6ae1465,dddf2c4efce8db98c34d8dd4
Fleming Meng,Person,WORKED_AT,Veritone,Company,54a228c22538e6ea6801::c0000,2023-01-19,Information Technology Veteran Fleming Meng as Chief Information Officer,1.0,Fleming Meng,Veritone,fleming meng,veritone,89f1c4a3a2a79045c4154a37,dddf2c4efce8db98c34d8dd4
Newegg Commerce Inc.,Company,DEVELOPED,Acer Predator Helios 300 SpatialLabs™ Edition,Technology,3eff4a2f429bcde3cad2::c0000,2023-01-11,Newegg revealed its high expectations for gaming laptops in 2023. Highlighted among its wide array of gaming laptops is the Acer Predator Helios 300 SpatialLabs™ Edition,1.0,Newegg Commerce Inc.,Acer Predator Helios 300 SpatialLabs™ Edition,newegg commerce inc.,acer predator helios 300 spatiallabstm edition,b49f06114fe86833ccc382c5,cbb095dc9fdf7e79c1faa5f6
F5,Company,DEVELOPED,new distributed cloud services,Technology,5cdab4cc88cc72c32c4f::c0000,2023-03-26,F5 offers new distributed cloud services for multicloud connectivity.,1.0,F5,new distributed cloud services,f5,new distributed cloud services,96cd218199e0a30a298dcc90,00076a73c712500ec1d47d8e
Vi,Company,PARTNERED_WITH,Truecaller,Company,4ea351c2830a9abbdd2b::c0000,2023-07-13,"Vi has joined hands with Truecaller to make communication with consumers more trusted, safe and reliable.",1.0,Vi,Truecaller,vi,truecaller,0bb48958ad61ed1e56270799,6d6d3bc05ca32388a48a053b
AgencyBloc,Company,ACQUIRED,Radius,Company,ca3f3b016e8b726efa39::c0000,2023-02-01,AgencyBloc Acquires Radius to Provide Enhanced Capabilities for Benefits Brokers.,1.0,AgencyBloc,Radius,agencybloc,radius,3594232df512294a8366dfa6,3f4df96c53ee5e799568aecf
Inseego,Company,PARTNERED_WITH,Pocket Box,Company,f63be20ed2774a93d482::c0000,2023-01-04,Inseego and Pocket Box partnership offers integrated fleet technology.,1.0,Inseego,Pocket Box,inseego,pocket box,521037c3e56d17d9ac38937b,bc866d15bf27ea55e30df0f0
AST Spacemobile,Company,PARTNERED_WITH,Vodafone Raku,Company,b3643a7b4d8a632a27e1::c0000,2023-04-27,This call was made by AST Spacemobile with help from their partners Vodafone Raku.,1.0,AST Spacemobile,Vodafone Raku,ast spacemobile,vodafone raku,eb3517d26c881280d8a6a7a4,6edc166875fb4fbe067d081d
ERANGTEK,Company,DEVELOPED,5G Multiplexer Cavity Filter,Technology,9a2d2cc8991d7bdd562d::c0000,2023-01-09,ERANGTEK Signs MOU on Technology Cooperation and Production to Enter India's 5G Market With 5G Multiplexer Cavity Filter.,1.0,ERANGTEK,5G Multiplexer Cavity Filter,erangtek,5g multiplexer cavity filter,0c7de2d4b45ab8d2cd43131b,cd7dbac7cffcb9f34f6085aa
Emirates Health Services,Company,DEVELOPED,Metaverse based Virtual Telemedicine Solution,Technology,73daf199da46fa182d30::c0000,2022-12-30,The Emirates Health Services (EHS) has launched a Metaverse based Virtual Telemedicine Solution using 3D virtual reality technology.,1.0,Emirates Health Services,Metaverse based Virtual Telemedicine Solution,emirates health services,metaverse based virtual telemedicine solution,7f7dff788b8cdc0596861ad1,525bb9490c45a10dc641fa63
Mood Media,Company,ACQUIRED,Vibenomics,Company,c80755d9645ce24e344f::c0000,2023-03-22,Mood Media expands in-store solutions with acquisition of Vibenomics.,1.0,Mood Media,Vibenomics,mood media,vibenomics,52d2365dd55f191eeb19b990,746caaaa060162969f765283
Truecaller,Company,DEVELOPED,caller identification service,Technology,ab18f78f18ece0943190::c0000,2023-05-08,Truecaller aims to help WhatsApp users combat spam.,1.0,Truecaller,caller identification service,truecaller,caller identification service,6d6d3bc05ca32388a48a053b,ff4ad06fd56e2fb36d51e11a
Verizon Communications Inc.,Company,FOUNDED,2000,Technology,6bf942a9ffff5b0cb7f6::c0000,2023-07-10,Verizon Communications Inc. was formed on June 30 2000.,1.0,Verizon Communications Inc.,2000,verizon communications inc.,2000,06c964b2680964da97cad806,ae90556e46d717a192141876
Hewlett Packard Enterprise,Company,ACQUIRED,Axis Security,Company,325f8db4aaab2eaf00b9::c0000,2023-03-02,Hewlett Packard Enterprise (NYSE: HPE) today announced that it entered into a definitive agreement to acquire Axis Security a cloud security provider.,1.0,Hewlett Packard Enterprise,Axis Security,hewlett packard enterprise,axis security,51e33a1bf5fff64b108c76e6,530a4771a035199975564d43
VIQ Solutions,Company,PARTNERED_WITH,JAVS,Company,03be1d3105ef94fe4eae::c0000,2023-06-15,VIQ Solutions Signs Strategic Partnership with JAVS to Modernize Courtroom Documentation Using AI.,1.0,VIQ Solutions,JAVS,viq solutions,javs,3bd246d63c5fc107fabe9fd2,6a6e22b86eaee86b5b633d5e
NetScribe™,Technology,USES,AI algorithms,Technology,03be1d3105ef94fe4eae::c0000,2023-06-15,the technology uses advanced proprietary AI algorithms to produce draft transcripts.,1.0,NetScribe™,AI algorithms,netscribetm,ai algorithms,d1cf32435c83e1ff1d38a8da,e1e1983f981c5176956f1c9b
FirstDraft™,Technology,USES,AI algorithms,Technology,03be1d3105ef94fe4eae::c0000,2023-06-15,the technology uses advanced proprietary AI algorithms to produce draft transcripts.,1.0,FirstDraft™,AI algorithms,firstdrafttm,ai algorithms,4a06b8689a5043daa0329632,e1e1983f981c5176956f1c9b
Fran Thompson,Person,WORKED_AT,HSE,Company,b2ea2c4cc2c769585e19::c0000,2023-01-27,Fran Thompson Chief Information Officer for the HSE.,1.0,Fran Thompson,HSE,fran thompson,hse,09bcf49f58d45f1195e4c38c,0f404bc84a28279c2ee2f074
India,Company,DEVELOPED,laptop licensing move,Technology,40c4f5ae19822b147de6::c0000,2023-08-04,India's decision to impose a licensing requirement for imports of laptops.,1.0,India,laptop licensing move,india,laptop licensing move,afeb224ffa08eef83786cb1c,fb0a14aff01daaa18ac6217b
PTC,Company,DEVELOPED,ServiceMax Field Service Management Technology,Technology,814b01181419761e1b67::c0000,2023-05-24,PTC Applauded by Frost & Sullivan for Delivering ServiceMax Field Service Management Technology,1.0,PTC,ServiceMax Field Service Management Technology,ptc,servicemax field service management technology,a2c14f9c6385c01daba2f730,420063bf9a6626f404962ea2
Ramen Inc.,Company,DEVELOPED,Secure Wireless Network-as-a-Service,Technology,a9439d2c5d632dd19d0a::c0000,2023-05-18,Ramen Unveils Its Secure Wireless Network-As-a-Service,1.0,Ramen Inc.,Secure Wireless Network-as-a-Service,ramen inc.,secure wireless network-as-a-service,dd691e258983fad7a4a2979e,d9a50f39483ff48d963d69f3
Dstny,Company,DEVELOPED,Call2Teams Go,Technology,a8fb4a180eee16346115::c0000,2023-08-15,Dstny launches Call2Teams Go for cost-effective voice integration with Microsoft Teams,1.0,Dstny,Call2Teams Go,dstny,call2teams go,2655078b2046509b87278308,c7dc0b1dd6af789c1380202b
Ron Gutman,Person,FOUNDED,Trivio,Company,e63843bf15b8106400d3::c0000,2023-10-25,Ron Gutman founder and CEO of digital healthcare platform Trivio,1.0,Ron Gutman,Trivio,ron gutman,trivio,f61b554300bef7625354bb6c,e9df42ff88cb096ffa441dcb
Elon Musk,Person,LEADS,X,Company,e23358a050b9d0082016::c0000,2023-10-25,according to chief technology officer and owner Elon Musk,1.0,Elon Musk,X,elon musk,x,9db24eb357b51a7992c04ce4,caf46ed348c92d181900110b
